age,default,balance,housing,loan,day,duration,campaign,pdays,previous,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success
0.400244955220537,0,-0.3108387464847185,0,1,31,-0.3485720083805211,0.1805975947792827,-0.4811840540136999,-0.3632598446560345,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.400244955220537,0,0.3173259430281226,0,0,3,-0.3226438401551683,-0.5541683439582252,0.3923517730803972,3.127286920479579,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
-1.3625595391257597,0,-0.4308287439385534,0,1,11,-0.4897364798296641,-0.5541683439582252,0.3647664311721625,0.0730585009859172,1,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.1484157417424946,0,0.5455239743615141,1,0,21,1.1610235638511308,0.1805975947792827,-0.4811840540136999,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.3552426852135901,0,-0.406644713443982,0,0,23,-0.2880729491880312,-0.1867853745894712,-0.4811840540136999,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.4391857563729376,0,-0.3598269108198759,1,1,6,3.52912959510002,-0.1867853745894712,-0.4811840540136999,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.2712996140542427,0,0.5073876185816131,1,0,12,-0.6337818588594019,-0.1867853745894712,-0.4811840540136999,-0.3632598446560345,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.568131097539232,0,-0.4519122577030515,0,0,28,-0.7922317757921135,0.1805975947792827,-0.4811840540136999,-0.3632598446560345,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8589011121696749,0,-0.2851044576251105,1,0,14,2.17222212463989,-0.5541683439582252,2.6083742397085805,0.0730585009859172,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.1107303256477177,0,-0.3340926219602679,1,0,13,-0.2016457217701885,-0.5541683439582252,2.295740364748588,0.0730585009859172,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-0.6070718986916326,0,-0.4413705008208025,1,0,6,-0.1670748308030515,0.1805975947792827,-0.4811840540136999,-0.3632598446560345,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.6520741686985795,0,-0.3461846372075536,0,0,19,2.653333690599214,2.0175124416230523,-0.4811840540136999,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-1.1946733968070649,0,1.1426834965736228,1,0,28,-0.8008744985338977,-0.5541683439582252,-0.4811840540136999,-0.3632598446560345,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.0194704005762002,0,-0.4646243762963519,0,0,23,1.817870492226735,-0.5541683439582252,-0.4811840540136999,-0.3632598446560345,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.2712996140542427,0,0.3551522471350163,1,0,19,-0.6020918754728596,-0.1867853745894712,-0.4811840540136999,-0.3632598446560345,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2.7506509476822663,0,1.2434502903010034,0,0,12,0.0518741453221499,-0.1867853745894712,0.990034181092148,0.9456951922698208,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
